ORG_UNIT_NO,FULL_NAME,Postal Address,Physical Address,Email,Phone,Fax,Contact,Portfolio,Enrolment,Description
5995,Kangaroo Island Children's Services - Penneshaw,"c/- Kangaroo Island Children's Services Centre, 50 Buller Street, Kingscote SA 5223","Howard Drive, Penneshaw SA 5222",kics.info3@schools.sa.edu.au,(08) 8553 1555,(08) 8553 1555,Ms Sarah Quihampton,,,Child Care Centres
4195,Kapunda Child Care & Early Learning Centre,,"Lot 94 Nash Street, Kapunda SA 5373",kapundaccc@childcareservicessa.com.au,(08) 8566 2428,(08) 8566 2600,Ms Olivia Hobby,,,Child Care Centres
5738,Kate Cocks Child Care Centre,,"33 Hulbert Street, Hove SA 5048",director@katecocks.com.au,(08) 8296 7676,(08) 8296 0551,Ms Melissa Alyward,,,Child Care Centres
5378,Keithcot Farm Children's Centre Child Care,,"5 Keithcot Farm Drive, Wynn Vale SA 5127",anne.whittleston916@schools.sa.edu.au,(08) 8251 2700,(08) 8289 2676,Mrs Anne Whittleston,,,Child Care Centres
3712,Kerry Street Early Learning Centre,,"9 Kerry Street, Christies Beach SA 5165",director@kerrystreetelc.com.au,(08) 8384 3377,(08) 8384 4951,Ms Pam Norman,,,Child Care Centres
4108,Kesters Road Child Care Centre,,"67 Kesters Road, Para Hills West SA 5096",kesters@yawarra.org.au,(08) 8349 6007,(08) 8349 4939,Ms Christine Holroyd,,,Child Care Centres
5743,Kidman Park Community Child Care Centre,,"2 Francis Street, Kidman Park SA 5025",kpcc@adam.com.au,(08) 8235 0636,(08) 8353 8037,Ms Fiona Hodgson,,,Child Care Centres
3723,Kidz @ Woodcroft Child Care Centre,,"234 Pimpala Road, Woodcroft SA 5162",kidzatwoodcroft@esc.net.au,(08) 8387 4533,(08) 8387 4533,Ms Frances Gwatking,,,Child Care Centres
4191,Kidz Club Child Care Centre,,"2 Glenere Drive, Modbury SA 5092",kidzcccc@bigpond.net.au,(08) 8265 6605,(08) 8265 6602,Ms Melva Pedron,,,Child Care Centres
4170,Kin Kin Early Education,,"228-230 Adelaide Road, Murray Bridge SA 5253",info@kin-kin.com.au,(08) 8531 3062,,Ms Anna Atherton,,,Child Care Centres
5399,Kindy Patch Burton,"PO Box 2124, Elizabeth Park SA 5113","107-115 Springbank Boulevard, Burton SA 5110",burton@kindypatch.com.au,(08) 8280 5599,,Ms Melaine Excell,,,Child Care Centres
4731,Kindy Patch Redwood Park,"PO Box 2124, Elizabeth Park SA 5113","257-259 Grenfell Road, Redwood Park SA 5097",redwoodpark@kindypatch.com.au,(08) 8265 0758,(08) 8265 6604,Ms Melaine Excell,,,Child Care Centres
3724,Kindy Patch Reynella,,"99-107 Main South Road, Reynella SA 5161",reynella@kindypatch.com.au,(08) 8381 1269,(08) 8381 8382,Ms Melaine Excell,,,Child Care Centres
2712,Kindy Patch Salisbury Heights,"PO Box 2124, Elizabeth Park SA 5113","41 The Grove Way, Salisbury Heights SA 5109",salisburyheights@kindypatch.com.au,(08) 8258 9877,(08) 8258 9458,Ms Melaine Excell,,,Child Care Centres
4160,Kindy Patch Salisbury North,"PO Box 515, Varsity Lakes QLD 4227","1 Trinity Crescent, Salisbury North SA 5108",salisburynorth@kindypatch.com.au,(08) 8285 2009,,Ms Melaine Excell,,,Child Care Centres
5394,Kingston Road Early Learning and Kinder,,"29 Kingston Road, Port Pirie South SA 5540",director@kingstonroadelc.com.au,(08) 8632 2966,,Ms Jenna Turner,,,Child Care Centres
5523,Kozy Kids Maylands,,"217 Portrush Road, Maylands SA 5069",admin@kozykids.com.au,(08) 7123 2930,,Ms Joanne Heron,,,Child Care Centres
3735,Lady Gowrie CCC Underdale Campus,,"10 Arthur Lemon Drive, Underdale SA 5032",info@gowriesa.org.au,(08) 8354 2745,(08) 8443 7552,Ms Eleanor Scrafton,,,Child Care Centres
3626,Ladybird Manor Montessori Child Care,,"121-139 Grote Street, Adelaide SA 5000",anne@ladybirdmanor.com.au,(08) 8212 1350,(08) 8212 1480,Ms Anne Damjanovic,,,Child Care Centres
5370,Lake Albert  Learning Centre,"PO Box 125, Meningie SA 5264","21 Bonney Street, Meningie SA 5264",lakealbertlearningcentre@outlook.com,(08) 8575 1806,(08) 8575 1486,Ms Krystal Gallace,,,Child Care Centres
3756,Laugh n Learn Childcare & Early Learning Pty Ltd,,"178-180 Tapleys HIll Road, Royal Park SA 5014",laugh_n_learn@outlook.com,(08) 8244 4351,(08) 8244 4352,Mrs Dianne Manuel,,,Child Care Centres
5748,Le Fevre Community Children's Centre,,"5 Voules Street, Taperoo SA 5017",lefevreccc@gmail.com,(08) 8248 2237,(08) 8248 6170,Mr Jeremy Pook,,,Child Care Centres
5913,Little Hearts Childcare Centre,,"13 Whitford Road, Elizabeth South SA 5112",admin@littleheartsccc.net.au,(08) 8287 7005,,Ms Michelle Dench,,,Child Care Centres
4736,Little Shining Stars Child Care Centre,,"284 Young Street, Wayville SA 5034",sstarschildcare@gmail.com,(08) 8272 9194,,Ms Parveen Saini,,,Child Care Centres
4202,Little Toddlers Early Learning Centre,,"30 London Road, Aberfoyle Park SA 5159",littletod@adam.com.au,(08) 7329 0722,,Ms Christine Brock,,,Child Care Centres
4036,Littlehampton Early Learning Centre,"c/- Post Office, Littlehampton SA 5250","95 Princes Highway, Littlehampton SA 5250",info@littlehamptonelc.com.au,(08) 8391 3313,(08) 8391 3302,Ms Janet Edmonds,,,Child Care Centres
5053,Lockleys Child Care & Early Learning Centre,,"25 Pierson Street, Lockleys SA 5032",lockleysccc@earlylearningaust.com.au,(08) 8234 6002,(08) 8234 6054,Ms Dionne McRostie,,,Child Care Centres
6721,Loxton District Children's Centre - Woodleigh,"PO Box 185, Loxton SA 5333","Pyap Street, Loxton SA 5333",jo@loxtonchildrenscentre.com.au,(08) 8584 6501,(08) 8584 5175,Mrs Jo Mitchell,,,Child Care Centres
4206,Lucky Stars Early Learning Centre - Virginia Grove,"PO Box 2124, Elizabeth Park SA 5113","Lot 501 Old Port Wakefield Road, Virginia SA 5120",admin@luckystars.com.au,(08) 8380 8878,,Mr Jarrod Rodgers,,,Child Care Centres
4738,Lurra Community Children's Centre,,"85 Capulet Crescent, Modbury SA 5092",lurra.childcare@internode.on.net,(08) 8265 5824,(08) 8265 5822,Mrs Robyn Geisler,,,Child Care Centres
5713,MacKinnon Parade Children's Centre,,"148 MacKinnon Parade, North Adelaide SA 5006",director@mackinnonchild.org,(08) 8267 2270,(08) 8267 3968,Ms Nicole Baker,,,Child Care Centres
4759,Magill Campus & Community Children's Centre,"c/- University of SA, St Bernards Road, Magill SA 5072","14-16 Bundey Street, Magill SA 5072",magillcccc@adam.com.au,(08) 8302 4657,(08) 8302 4663,Mrs Penny Thompson,,,Child Care Centres
3730,Marino Early Learners,,"35 Angas Crescent, Marino SA 5049",marinoearlylearners@outlook.com,(08) 8358 2121,,Ms Rhian Hill,,,Child Care Centres
2603,Mawson Lakes Garden Terrace Child Care Centre,,"12-28 Garden Terrace, Mawson Lakes SA 5095",director.gardenterrace@scmlccc.org,(08) 8359 0509,(08) 8359 0852,Ms Lauren Molden,,,Child Care Centres
2602,Mawson Lakes Parkway Child Care Centre,,"5 Park Way, Mawson Lakes SA 5095",director.parkway@scmlccc.org,(08) 8260 7488,(08) 8260 7488,Ms Karen Woodward,,,Child Care Centres
7009,McKay Children's Centre CC,,"7 Scott Street, Penola SA 5277",info.mckay725@schools.sa.edu.au,(08) 8737 2535,(08) 8737 2821,Ms Jane Childs,,,Child Care Centres
6637,Melrose Outreach Preschool,"PO Box 42, North Road, Booleroo Centre SA 5482","29 Stuart Street, Melrose SA 5483",dl.6637.leaders@schools.sa.edu.au,(08) 8666 2145,(08) 8666 2201,Mrs Jennifer Stringer,,,Child Care Centres
6724,Mini Gems Children's Centre,"PO Box 392, Coober Pedy SA 5723","Lot 19 Paxton Road, Coober Pedy SA 5723",mdukarich@cpcouncil.sa.gov.au,(08) 8672 4623,(08) 8672 3211,Mirijana Dukarich,,,Child Care Centres
4719,Modbury Community Children's Centre Inc,,"118A Smart Road, Modbury SA 5092",admin@modburyccc.org.au,(08) 8265 0862,(08) 8395 6025,Ms Sharon Floyd,,,Child Care Centres
4729,Montessori Children's Centre - McLaren Vale,,"22 Tatachilla Road, McLaren Vale SA 5171",mccmv@iinet.com.au,(08) 8323 8855,(08) 8323 8865,Ms Ainsley Roscrow,,,Child Care Centres
4727,Faith Montessori Centre,,"Richard Russel Reserve, 17 Cooke Crescent, Royal Park SA 5014",faithmontessoricentre@gmail.com,(08) 8341 0369,(08) 8341 2969,Ms Kheng Chua,,,Child Care Centres
3012,Montessori Children's Centre - Seacliff,,"41 Kauri Parade, Seacliff SA 5049",mccseacliff@bigpond.com,(08) 8358 1066,(08) 8358 1020,Ms Maeve Rundle,,,Child Care Centres
5474,Montessori House Morphettville,,"131a Morphett Road, Morphettville SA 5043",info@adelaidemontessori.com.au,(08) 8376 8812,(08) 8376 8813,Ms Anna Standish,,,Child Care Centres
5914,Montessori Manor,,"2 McGowan Road, Para Hills SA 5096",appleby_debbie@yahoo.com.au,(08) 8281 4225,,Ms Deborah Appleby,,,Child Care Centres
5733,Mooringe World of Learning,,"9 Mooringe Avenue, Plympton SA 5038",mooringe@worldoflearning.com.au,(08) 8293 4344,(08) 8293 4142,Ms Melaine Excell,,,Child Care Centres
4167,Morphett Vale Early Learning Centre,,"105-107 Flaxmill Road, Morphett Vale SA 5162",morphettvale@earlylearningservices.com.au,(08) 8186 6599,(08) 8186 6799,Ms Melaine Excell,,,Child Care Centres
4710,Mount Barker Community Child Care Centre,,"Bartram Street, Mount Barker SA 5251",mtbarker.cccc@bigpond.com,(08) 8391 0811,(08) 8391 0811,Ms Christine Crawley,,,Child Care Centres
5304,Mount Gambier Child Care Centre,,"3 Derrington Street, Mount Gambier SA 5290",mgccc@bigpond.com,(08) 8725 1133,(08) 8725 2812,Ms Fiona Paltridge,,,Child Care Centres
5307,Murray Bridge Community Children's Centre,"PO Box 586, Murray Bridge SA 5253","Mannum Road, Murray Bridge SA 5253",mbccc@internode.on.net,(08) 8532 4094,(08) 8532 3240,Mrs Julie Jenkins,,,Child Care Centres
3748,Murray Bridge World of Learning,"PO Box 515, Varsity Lakes QLD 4227","42 Clara Street, Murray Bridge SA 5253",murraybridge@worldoflearning.com.au,(08) 8531 1431,,Ms Melaine Excell,,,Child Care Centres
3739,NACYS Child Care Centre,"PO Box 1518, Davoren Park SA 5113","Oldford Street, Davoren Park SA 5113",nacys@nacys.asn.au,(08) 8287 1866,(08) 8287 3434,Mrs Sharone Mutch,,,Child Care Centres
3736,Nanna's Child Care Centre - Babyhouse,,"235 The Cove Road, Hallett Cove SA 5158",info@breezechildcaremanagement.com.au,(08) 8381 4739,(08) 8387 4155,Mrs Lenka Volf,,,Child Care Centres
3713,Nanna's Child Care Centre - Camille Street,,"31 Camille Street, Hallett Cove SA 5158",info@breezechildcaremanagement.com.au,(08) 8387 4155,(08) 8387 4155,Mrs Lenka Volf,,,Child Care Centres
5306,Naracoorte Child Day Care Centre,,"39 Park Terrace, Naracoorte SA 5271",naracc@bigpond.com,(08) 8762 2850,(08) 8762 3392,Ms Susaanne Smith,,,Child Care Centres
5320,Naracoorte Early Learning Centre,"PO Box 907, Naracoorte SA 5271","27 MacDonnell Street, Naracoorte SA 5271",naraelc1@bigpond.net.au,(08) 8762 4944,(08) 8762 4955,Ms Christine Gregor,,,Child Care Centres
6982,Nazareth Early Childhood Centre,"PO Box 28, Findon SA 5023","176 Crittenden Road, Findon SA 5023",ecc@nazareth.org.au,(08) 8406 5080,(08) 8406 5081,Ms Kate Turner,,,Child Care Centres
4180,Lucky Stars Early Learning Centre - Elizabeth Park,"PO Box 2124, Elizabeth Park SA 5113","15 Butterfield Road, Elizabeth Park SA 5113",admin@luckystars.com.au,(08) 8287 1053,(08) 8287 1053,Mr Jarrod Rodgers,,,Child Care Centres
3717,Noarlunga Comm Children's Centres Inc- Windsong Ct,"PO Box 611, Noarlunga Centre SA 5168","5 Windsong Court, Morphett Vale SA 5162",debbie@childrenscentre.com.au,(08) 8382 8053,(08) 8382 8846,Ms Deborah Ironside,,,Child Care Centres
3731,Noarlunga Community CC - Alexander Kelly Drive,"PO Box 611, Noarlunga Centre SA 5168","Alexander Kelly Drive, Noarlunga Centre SA 5168",julianne@childrenscentre.com.au,(08) 8384 8177,(08) 8326 8314,Ms Myra Mawhinney,,,Child Care Centres
5736,North East Community Children's Centre,"PO Box 282, Greenacres SA 5086","1A Gilles Cresent, Hillcrest SA 5086",director@neccc.com.au,(08) 8261 8981,,Ms Cindy Chapman,,,Child Care Centres
5298,Northgate Child Care Centre & Kindergarten,,"136 Folland Avenue, Northgate SA 5085",admin@northgatechildcare.com.au,(08) 8369 2999,(08) 8369 2988,Mrs Amanda Robey,,,Child Care Centres
2637,Nuriootpa Community Children's Centre CC,,"14 Park Avenue, Nuriootpa SA 5355",sally.wuttke119@schools.sa.edu.au,(08) 8562 1006,(08) 8562 3435,Ms Sally Wuttke,,,Child Care Centres
2711,Oasis Community Children's Centre,,"27 Ann Street, Salisbury SA 5108",oasischildcare1@bigpond.com.au,(08) 8281 4148,(08) 8250 9399,Ms Cassy Callus,,,Child Care Centres
5414,O'Briens Montessori Centre,,"243 Milne Road, Modbury North SA 5092",montedu08@optusnet.com.au,(08) 7226 2037,,Ms Natasha Jonker,,,Child Care Centres
5658,Ocean View College Children's Centre,,"Gedville Road, Taperoo SA 5017",dl.0908.info@schools.sa.edu.au,(08) 8248 2593,(08) 8341 9920,Ms Marilyn Clark,,,Child Care Centres
3765,O'Halloran Hill Child Care Pty Ltd,"C/-, 2 Cypress Drive, Morphett Vale SA 5162","5 Majors Road, O'Halloran Hill SA 5158",oh.childcare@outlook.com,(08) 8296 6564,,Ms Jill Brodyk,,,Child Care Centres
4204,Open Arms Community Child Care Centre,,"1070 Torrens Valley Road, Birdwood SA 5234",info@openarms.net.au,(08) 8568 5011,(08) 8568 5746,Ms Tamara Zilm,,,Child Care Centres
5375,Paradise Early Learning Child Care Centre & Kinder,,"67 Darley Road, Paradise SA 5075",paradiseelc@gelcmail.com.au,(08) 8337 7077,(08) 8337 7055,Ms Erin Hayman,,,Child Care Centres
4117,Parkside Community Child Care Centre Inc,,"110 Young Street, Parkside SA 5063",communitycc@picknowl.com.au,(08) 8272 5093,(08) 8271 0051,Ms Nina Magias,,,Child Care Centres
2730,Pooraka Community Child Care Centre,,"23-27 South Terrace, Pooraka SA 5095",pooraka@yawarra.org.au,(08) 8262 1055,(08) 8262 8195,Ms Lisa Aistrope,,,Child Care Centres
6702,Port Augusta Child Care Centre,,"127 Stirling Road, Port Augusta SA 5700",childcare@portaugusta.sa.gov.au,(08) 8642 5702,(08) 8641 9157,Ms Natalie Holtham,,,Child Care Centres
6707,Port Pirie Child Care Centre,,"First Street, Port Pirie SA 5540",director.childcare@bigpond.com,(08) 8632 5499,(08) 8632 5759,Ms Kate Kassapis,,,Child Care Centres
7991,Portside Christian College Early Learning Centre,"PO Box 5015, Port Adelaide SA 5015","1 Causeway Road, New Port SA 5015",admin@portside.sa.edu.au,(08) 8341 5133,(08) 8242 3066,Ms Rina Visser,,,Child Care Centres
5449,Precious Cargo - Lockleys Pty Ltd,,"390 Henley Beach Road, Lockleys SA 5032",lockdirector@preciouscargoeducation.com.au,(08) 8234 1144,,Ms Donna Brine,,,Child Care Centres
3763,Precious Cargo - Myrtle Bank,,"3 Fisher Street, Myrtle Bank SA 5064",mbdirector@preciouscargoeducation.com.au,(08) 8130 6699,(08) 8130 6622,Ms Irene Anibaldi,,,Child Care Centres
5434,Precious Cargo - Westbourne Park,,"183 Cross Road, Westbourne Park SA 5041",wpdirector@preciouscargoeducation.com.au,(08) 8271 8388,,Ms Cheryl Shigrov,,,Child Care Centres
5495,Precious Cargo - Woodville Park,,"699-709 Port Road, Woodville Park SA 5011",woodvillepark@preciouscargoeducation.com.au,(08) 8244 5139,,Ms Cheryl Shigrov,,,Child Care Centres
3755,Precious Cargo Montessori CC & ELC Pty Ltd,,"79-83 Stephen Terrace, St Peters SA 5069",spdirector@preciouscargoeducation.com.au,(08) 8363 5669,(08) 8363 5662,Ms Cheryl Shigrov,,,Child Care Centres
5745,Prospect Community Child Care Centre,,"32 Olive Street, Prospect SA 5082",prospectcc@ozemail.com.au,(08) 8344 3066,(08) 8344 3613,Ms Kerri Smith,,,Child Care Centres
4171,Quinliven Road Early Learning and Kinder,,"64-68 Quinliven Road, Aldinga Beach SA 5173",director@quinlivenroadelc.com.au,(08) 8556 5833,(08) 8556 5933,Ms Kira Rechenbach,,,Child Care Centres
6756,Rainbow CCC at Westfield Marion,"PO Box 263, Oaklands Park SA 5046","Suite 302  Level 3, The Tower Westfield Marion, 297 Diagonal Road, Oaklands Park SA 5046",rainbowchildcare@hotmail.com,(08) 8377 5217,(08) 8377 1153,Ms Treena Vatsinaris,,,Child Care Centres
5505,Redeemer Lutheran School Early Learning Centre,,"Vine Street, Nuriootpa SA 5355",office@redeemer.sa.edu.au,(08) 8562 1655,,Ms Naomi Woodstock,,,Child Care Centres
5722,Regency Road Child Care Centre & Kindergarten,,"529 Regency Road, Sefton Park SA 5083",regencyc@senet.com.au,(08) 8344 1065,(08) 8344 3553,Ms Shirley Skinner,,,Child Care Centres
6500,Renmark Children's Centre Child Care,,"204 Eighteenth Street, Renmark SA 5341",dl.6541.leaders@schools.sa.edu.au,(08) 8586 6063,(08) 8586 6159,Ms Gale Hansen,,,Child Care Centres
5373,Renmark Early Learning Centre,,"230 Seventeenth Street, Renmark SA 5341",kinderesort@bigpond.com,(08) 8586 6200,(08) 8586 6211,Ms Melissa Bishop,,,Child Care Centres
3707,Reynella Community Children's Centre,,"65 Concord Drive, Reynella SA 5161",reyccc@bigpond.com,(08) 8381 3699,(08) 8381 4040,Simone Percy,,,Child Care Centres
4799,Ridgehaven Early Learning Centre,,"1015 North East Road, Ridgehaven SA 5097",ridgehaven@kcchildcare.com.au,(08) 8263 0405,(08) 8263 8800,Ms Tracey Hooley,,,Child Care Centres
4787,Rosemont House Montessori Preschool,PO Box 4036 Tranmere North SA 5073,"59 Kensington Road, Norwood SA 5067",rosemont@samontessori.com.au,(08) 8331 4020,,Ms Melani Koerber,,,Child Care Centres
5504,Rostrevor College Stepping Stone ELC,,"3 Kintyre Road, Woodforde SA 5072",info@steppingstonesa.com.au,(08) 8211 0200,(08) 8362 6904,Ms Danielle Innes,,,Child Care Centres
6709,Roxby Downs Child Care Centre,,"Richardson Place, Roxby Downs SA 5725",reception@rdccc.com.au,(08) 8671 0911,(08) 8671 2090,Ms Eloise Bird,,,Child Care Centres
6984,Roxby Early Learning Community Group,"PO Box 196, Roxby Downs SA 5725","36/30 Burgoyne Street, Roxby Downs SA 5725",roxbyelcg@gmail.com,(08) 8671 0054,,Ms Abigail Reid,,,Child Care Centres
3658,Seaford Districts Community Children's Centre Inc,,"600 Grand Boulevard, Seaford SA 5169",director@sdccc.com.au,(08) 8386 0972,(08) 8327 3568,Ms Jodie Berkinshaw,,,Child Care Centres
3721,Seaford Early Learning Centre 1,,"1 Aldam Road, Port Noarlunga South SA 5167",childcare@seafordelc.com.au,(08) 8386 2007,(08) 8386 2003,Ms Lorraine Duffy,,,Child Care Centres
5731,Seaton Community Children's Centre,,"37 Glenburnie Street, Seaton SA 5023",seatoncccc@bigpond.com,(08) 8347 1839,(08) 8244 9660,Ms Carrie Johnson,,,Child Care Centres
3761,Southern Barossa Community Child Care,,"200 Lyndoch Valley Road, Lyndoch SA 5351",admin@barossachildcare.com.au,(08) 8524 5395,(08) 8524 5403,Ms Sue Mellier,,,Child Care Centres
2707,St Francis Community Children's Centre,,"306 Waterloo Corner Road, Paralowie SA 5108",sfccc@bigpond.com,(08) 8258 9494,(08) 8182 5284,Ms Jeanette Kociolek,,,Child Care Centres
4751,St Morris Community Child Care Centre,,"64 Gage Street, St Morris SA 5068",stmorrisccc@bigpond.com,(08) 8332 3999,(08) 8333 1708,Ms Sarah Rendell,,,Child Care Centres
4712,St Peters Child Care Centre,,"42 Henry Street, Stepney SA 5069",spccc@npsp.sa.gov.au,(08) 8362 1843,(08) 8362 8756,Ms Alice Parsons,,,Child Care Centres
4208,St Peter's Girls Early Learning Centre,"GPO Box 1185, Kensington Gardens SA 5068","32 Hallett Road, Stonyfell SA 5066",kmount@stpetersgirls.sa.edu.au,(08) 8334 2245,(08) 8364 1523,Ms Katherine Mount,,,Child Care Centres
5498,Stepping Stone Aberfoyle Park Childcare & EDC,,"56 Sunnymeade Drive, Aberfoyle Park SA 5159",info@steppingstonesa.com.au,(08) 8270 1377,,Ms Helen Ketley,,,Child Care Centres
5387,Stepping Stone Angle Vale Childcare & Early Dev,,"91-97 Heaslip Road, Angle Vale SA 5117",info@steppingstonesa.com.au,(08) 8284 8482,(08) 8284 8289,Ms Lisa Downs,,,Child Care Centres
4250,Stepping Stone Blakeview Childcare & EDC,,"12 Boucaut Avenue, Blakeview SA 5114",info@steppingstonesa.com.au,(08) 7231 1774,,Ms Helen Ketley,,,Child Care Centres
3036,Stepping Stone Curtis Rd Munno Para CC & EDC,,"234 Curtis Road, Munno Para SA 5115",info@steppingstonesa.com.au,(08) 8211 0200,,Ms Helen Ketley,,,Child Care Centres
5402,Stepping Stone Evanston Childcare & Early Devt Ctr,,"38-40 Para Road, Evanston SA 5116",info@steppingstonesa.com.au,(08) 8523 2114,(08) 8523 4141,Ms Hayley Truscott,,,Child Care Centres
